526,57
527,44
528,49
529,69
530,46
531,59
532,35
533,50
534,53
535,38
536,58
537,38
538,99
539,135
540,55
541,71
542,151
543,52
544,59
545,36
546,48
547,49
548,79
549,38
550,36
551,54
552,44
553,37
554,40
555,55
556,29
557,43
558,34
559,60
560,45
561,47
562,21
563,34
564,54
565,41
566,37
567,39
568,77
569,44
570,32
571,89
572,51
573,35
574,83
575,147
576,74
577,65
578,39
579,83
580,48
581,34
582,59
583,49
584,45
585,57
586,50
587,80
588,31
589,33
590,2966
591,51
592,32
593,24
594,24
595,36
596,38
597,11
598,34
599,96
600,23
601,35
602,27
603,73
604,39
605,28
606,49
607,52
608,276
609,27
610,31
611,29
612,25
613,34
614,24
615,49
616,30
617,34
618,55
619,51
620,28
621,32
622,34
623,42
624,62
625,25
626,32
627,40
628,25
629,36
630,73
631,48
632,53
633,36
634,27
635,46
636,32
637,28
638,16
639,31
640,41
641,29
642,81
643,37
644,34
645,49
646,77
647,49
648,35
649,33
650,48
651,53
652,26
653,23
654,20
655,33
656,31
657,34
658,14
659,28
660,19
661,17
662,33
663,36
664,27
665,28
666,23
667,37
668,25
669,26
670,20
671,23
672,14
673,30
674,26
675,31
676,72
677,34
678,27
679,46
680,92
681,83
682,17
683,73
684,49
685,39
686,16
687,68
688,28
689,22
690,64
691,47
692,21
693,18
694,49
695,34
696,16
697,18
698,37
699,82
700,20
701,22
702,25
703,27
704,18
705,28
706,24
707,31
708,31
709,13
710,22
711,47
712,19
713,28
714,22
715,69
716,31
717,24
718,29
719,38
720,19
721,26
722,16
723,34
724,168
725,23
726,27
727,121
728,28
729,37
730,34
731,34
732,24
733,23
734,14
735,31
736,20
737,29
738,39
739,41
740,19
741,26
742,38
743,28
744,82
745,29
746,612
747,105
748,49
749,21
750,41
751,32
752,38
753,27
754,20
755,43
756,25
757,51
758,14
759,30
760,28
761,49
762,23
763,182
764,96
765,22
766,41
767,23
768,45
769,28
770,73
771,20
772,34
773,18
774,30
775,40
776,31
777,52
778,20
779,55
780,135
781,29
782,49
783,68
784,16
785,20
786,29
787,25
788,27
789,23
790,28
791,31
792,63
793,30
794,28
795,125
796,35
797,49
798,104
799,37
800,75
801,28
802,23
803,22
804,47
805,44
806,24
807,29
808,23
809,39
810,30
811,51
812,107
813,25
814,32
815,47
816,34
817,23
818,24
819,24
820,22
821,14
822,27
823,24
824,16
825,16
826,12
827,50
828,47
829,22
830,22
831,28
832,29
833,19
834,23
835,63
836,29
837,12
838,22
839,40
840,40
841,30
842,15
843,38
844,25
845,15
846,17
847,33
848,21
849,16
850,37
851,453
852,21
853,19
854,14
855,23
856,41
857,26
858,23
859,27
860,150
861,19
862,17
863,42
864,26
865,11
866,14
867,66
868,37
869,13
870,21
871,37
872,12
873,17
874,21
875,36
876,23
877,19
878,15
879,32
880,27
881,12
882,19
883,25
884,29
885,22
886,32
887,47
888,18
889,19
890,33
891,25
892,35
893,22
894,21
895,27
896,41
897,35
898,22
899,24
900,24
901,42
902,17
903,23
904,21
905,19
906,24
907,69
908,28
909,18
910,22
911,54
912,24
913,16
914,28
915,37
916,17
917,18
918,676
919,32
920,19
921,12
922,27
923,49
924,42
925,28
926,15
927,36
928,16
929,37
930,17
931,41
932,27
933,17
934,11
935,30
936,23
937,27
938,28
939,34
940,11
941,16
942,23
943,18
944,12
945,8
946,8
947,27
948,20
949,19
950,8
951,22
952,107
953,21
954,41
955,98
956,12
957,27
958,27
959,28
960,12
961,21
962,21
963,40
964,8
965,21
966,20
967,37
968,32
969,21
970,21
971,30
972,37
973,22
974,20
975,36
976,20
977,18
978,36
979,67
980,21
981,10
982,7
983,21
984,28
985,24
986,30
987,33
988,38
989,13
990,14
991,33
992,22
993,21
994,23
995,23
996,28
997,24
998,24
999,32
1000,42
1001,55
1002,56
1003,41
1004,23
1005,24
1006,29
1007,36
1008,36
1009,17
1010,28
1011,29
1012,31
1013,21
1014,42
1015,46
1016,24
1017,24
1018,41
1019,34
1020,49
1021,18
1022,31
1023,49
1024,22
1025,24
1026,23
1027,17
1028,29
1029,31
1030,35
1031,18
1032,19
1033,16
1034,13
1035,29
1036,38
1037,52
1038,18
1039,17
1040,34
1041,14
1042,14
1043,21
1044,26
1045,12
1046,32
1047,13
1048,36
1049,18
1050,20
1051,53
1052,26
1053,33
1054,75
1055,62
1056,23
1057,41
1058,26
1059,28
1060,15
1061,10
1062,90
1063,42
1064,28
1065,32
1066,20
1067,22
1068,21
1069,16
1070,11
1071,27
1072,26
1073,43
1074,39
1075,18
1076,74
1077,17
1078,42
1079,22
1080,58
1081,39
1082,29
1083,25
1084,33
1085,14
1086,14
1087,28
1088,36
1089,25
1090,18
1091,23
1092,22
1093,28
1094,58
1095,37
1096,36
1097,13
1098,32
1099,12
1100,26
1101,5
1102,15
1103,28
1104,27
1105,16
1106,17
1107,24
1108,22
1109,21
1110,15
1111,21
1112,19
1113,15
1114,23
1115,22
1116,34
1117,22
1118,18
1119,24
1120,16
1121,58
1122,17
1123,18
1124,29
1125,11
1126,22
1127,28
1128,25
1129,13
1130,19
1131,93
1132,35
1133,20
1134,13
1135,38
1136,18
1137,7
1138,22
1139,23
1140,14
1141,15
1142,19
1143,26
1144,18
1145,26
1146,8
1147,31
1148,77
1149,18
1150,27
1151,12
1152,26
1153,12
1154,13
1155,47
1156,19
1157,26
1158,26
1159,26
1160,27
1161,8
1162,19
1163,25
1164,26
1165,24
1166,25
1167,62
1168,11487
1169,11
1170,13
1171,113
1172,14
1173,48
1174,53
1175,21
1176,27
1177,22
1178,16
1179,28
1180,23
1181,17
1182,14
1183,31
1184,45
1185,23
1186,12
1187,21
1188,28
1189,9
1190,12
1191,22
1192,26
1193,25
1194,32
1195,14
1196,15
1197,12
1198,16
1199,24
1200,33
1201,20
1202,16
1203,17
1204,108
1205,8
1206,10
1207,19
1208,9
1209,12
1210,8
1211,23
1212,17
1213,9
1214,24
1215,30
1216,62
1217,4
1218,15
1219,11
1220,5
1221,8
1222,19
1223,26
1224,25
1225,9
1226,8
1227,12
1228,15
1229,26
1230,97
1231,18
1232,21
1233,32
1234,8
1235,4911
1236,22
1237,12
1238,10
1239,2268
1240,10
1241,10
1242,22
1243,12
1244,9
1245,10
1246,7
1247,33
1248,216
1249,7
1250,28
1251,9
1252,5
1253,12
1254,149
1255,20
1256,11
1257,9
1258,12
1259,19
1260,15
1261,14
1262,14
1263,44
1264,24
1265,7
1266,1678
1267,19
1268,11
1269,12
1270,23
1271,28
1272,9
1273,18
1274,30
1275,17
1276,21
1277,26
1278,97
1279,14
1280,217
1281,14
1282,34
1283,18
1284,11
1285,20
1286,57
1287,15
1288,17
1289,17
1290,29
1291,13
1292,58
1293,33
1294,279
1295,42
1296,16
1297,21
1298,52
1299,14
1300,13
1301,16
1302,27
1303,31
1304,17
1305,27
1306,34
1307,20
1308,10
1309,17
1310,49
1311,25
1312,10
1313,11
1314,4222
1315,9
1316,15
1317,13
1318,36
1319,12
1320,12
1321,10
1322,16
1323,14
1324,18
1325,7
1326,21
1327,46
1328,30
1329,9
1330,15
1331,14
1332,10
1333,11
1334,2889
1335,16
1336,12
1337,12
1338,26
1339,13
1340,51
1341,17
1342,56
1343,27
1344,38
1345,44
1346,84
1347,13
1348,16
1349,9
1350,61
1351,21
1352,23
1353,22
1354,61
1355,27
1356,24
1357,10
1358,26
1359,32
1360,16
1361,10
1362,36
1363,10
1364,24
1365,20
1366,50
1367,13
1368,10
1369,14
1370,24
1371,14
1372,14
1373,12
1374,26
1375,21
1376,10
1377,13
1378,46
1379,25
1380,21
1381,8
1382,37
1383,10
1384,14
1385,14
1386,22
1387,19
1388,14
1389,37
1390,36
1391,26
1392,18
1393,27
1394,19
1395,15
1396,33
1397,11
1398,16
1399,17
1400,12
1401,18
1402,40
1403,17
1404,6203
1405,22
1406,28
1407,17
1408,43
1409,6
1410,43
1411,19
1412,9
1413,6
1414,18961
1415,20
1416,89
1417,12
1418,376
1419,146
1420,15
1421,3
1422,42
1423,15
1424,4
1425,8
1426,16
1427,14
1428,3
1429,8
1430,28
1431,11
1432,6
1433,6
1434,3835
1435,14
1436,9
1437,2
1438,3862
1439,20
1440,23
1441,6
1442,15
1443,19
1444,15
1445,3
1446,6
1447,9
1448,40
1449,7
1450,16
1451,89
1452,4
1453,10
1454,537
1455,15
1456,13
1457,6
1458,11
1459,41
1460,5
1461,15
1462,13
1463,5
1464,9
1465,3
1466,38
1467,20
1468,18
1469,11
1470,13
1471,36
1472,8
1473,8
1474,96
1475,8
1476,9
1477,6
1478,57
1479,19
1480,16
1481,13
1482,6
1483,57
1484,5475
1485,7
1486,7
1487,9
1488,6
1489,13
1490,165
1491,10
1492,11
1493,9
1494,9
1495,12
1496,3
1497,6
1498,4
1499,27
1500,10
1501,4
1502,251
1503,17
1504,11
1505,9
1506,380
1507,10
1508,10
1509,12
1510,10
1511,12
1512,10
1513,5
1514,112141
